holiday,dest_name,hotel_name,stars,description,photo_url,link
Canadian Thanksgiving,Cala d'Or,Prinsotel Alba Hotel Apartamentos,4,"This modern apartment hotel near Cala Gran beach is 7 km from the Can Lis house, 9 km from Vall D'Or Golf and 18 km from Castillo de Santueri, a clifftop castle.",https://lh3.googleusercontent.com/p/AF1QipM1bnoFBOOgnBQzYts6yqn1GKZe_jjUTmUX0wKE=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Cala%20d'Or/entity/CgoIzdDJqZGJqKx_EAE?ap=MAFaggEKBQisAhAAEgIIViIDR0JQKhYKBwjjDxAKGAsSBwjjDxAKGA8YBCABsAEAWAFoAZoBMRIJQ2FsYSBkJ09yGiQweDEyOTY1MGMzNjNlODQ4YmI6MHhhMDJhZjcxN2Y1NzQxMDCiARcKCi9tLzAyN2RmenoSCUNhbGEgZCdPcpIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjEKCi9tLzAyN2RmenoSCUNhbGEgZCdPchoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CF0QqOACKAVqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDtKQ&
Canadian Thanksgiving,Cala d'Or,Ferrera Blanca,4,"Set along Cala Fererra beach on the Mediterranean Sea, this laid-back all-inclusive resort is 3 km from the Marina De Cala D'Or and 4 km from Cala Sa Nau beach.",https://lh3.googleusercontent.com/p/AF1QipPThmTGxNiX7ze_jiRbDtS_QSL732M_Nt5NE-iz=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Cala%20d'Or/entity/CgsIsqvHnLuS5b6PARAB?ap=EgNDQXcwA1qCAQoFCKwCEAASAghWIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgExEglDYWxhIGQnT3IaJDB4MTI5NjUwYzM2M2U4NDhiYjoweGEwMmFmNzE3ZjU3NDEwMKIBFwoKL20vMDI3ZGZ6ehIJQ2FsYSBkJ09ykgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjEKCi9tLzAyN2RmenoSCUNhbGEgZCdPchoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CAgQqOACKABqGAoTCOi0qreLvuMCFQAAAAAdAAAAABC6Kg&
Canadian Thanksgiving,Cala d'Or,Sentido Tucan,4,"A 4-minute walk from the beach at Cala Gran along the Mediterranean Sea, this relaxed seasonal hotel in a modern, white building is also 4 km from Es Forti fort and 6 km from Mondrago Natural Park.",https://lh3.googleusercontent.com/p/AF1QipOt_nQhOk_hXuMdo4DqdoXdC3z6VOt1o8moc93_=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Cala%20d'Or/entity/CgoIg7qLusyd-YAyEAE?ap=EgNDQXcwA1qCAQoFCKwCEAASAghIIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgExEglDYWxhIGQnT3IaJDB4MTI5NjUwYzM2M2U4NDhiYjoweGEwMmFmNzE3ZjU3NDEwMKIBFwoKL20vMDI3ZGZ6ehIJQ2FsYSBkJ09ykgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjEKCi9tLzAyN2RmenoSCUNhbGEgZCdPchoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CAgQqOACKABqGAoTCOi0qreLvuMCFQAAAAAdAAAAABCnKw&
Canadian Thanksgiving,Kyiv,Mercure Kyiv Congress,4,"Next to the Cosmopolite Shopping and Entertainment Centre, this upscale hotel is a 9-minute walk from a metro stop and 7 km from Khreshchatyk, a high-end shopping street.",https://lh3.googleusercontent.com/p/AF1QipPERBHdJkTMJ5LuSBFncQ4zgijxCKoz9t-djRPu=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Kyiv/entity/CgsI3pGm4Nr6_u37ARAB?ap=MAFa5AEKBQisAhAAEgIIQyIDR0JQKhYKBwjjDxAKGAsSBwjjDxAKGA8YBCABsAEAWAFoAZoBLRIES3lpdholMHg0MGQ0Y2Y0ZWUxNWE0NTA1OjB4NzY0OTMxZDIxNzAxNDZmZaIBEQoJL20vMDJzbjM0EgRLeWl2qgESCgIIIRICCAgSAggVEgIIWxgBqgEKCgIIHBICCDYYAaoBCgoCCCUSAgh6GAGqAQ4KAggREgIIQBICCAIYAaoBCgoCCC4SAgg8GAGqAQ8KAghQEgMIhAESAghPGAGqAQoKAgg1EgIIMhgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EisKCS9tLzAyc24zNBIES3lpdhoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CDsQqOACKANqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDNLg&
Canadian Thanksgiving,Kyiv,Alfavito Hotel Kyiv ,4,This upscale hotel in a modern building is a 12-minute walk from St. Nicholas Roman Catholic Cathedral and 3 km from shopping on Khreshchatyk street.,https://lh3.googleusercontent.com/p/AF1QipOwoH-9nJCAa1QoViIQn88dbrXtrGJS6xnrM1sz=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Kyiv/entity/CgsIm9-OjYPu4pGvARAB?ap=EgAwA1rkAQoFCKwCEAASAghDIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEtEgRLeWl2GiUweDQwZDRjZjRlZTE1YTQ1MDU6MHg3NjQ5MzFkMjE3MDE0NmZlogERCgkvbS8wMnNuMzQSBEt5aXaqARIKAgghEgIICBICCBUSAghbGAGqAQoKAggcEgIINhgBqgEKCgIIJRICCHoYAaoBDgoCCBESAghAEgIIAhgBqgEKCgIILhICCDwYAaoBDwoCCFASAwiEARICCE8YAaoBCgoCCDUSAggyGAGSAQIgAWgA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EisKCS9tLzAyc24zNBIES3lpdhoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CBgQqOACKABqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDuMQ&
Canadian Thanksgiving,Kyiv,Sofiyivsʹkyy Posad,4,"Set on a tree-lined street, this elegant hotel is 12 km from the lakes of Feofaniya park, 14 km from the Kiev Zoo and 16 km from Independence Square, the site of many historic political rallies.",https://lh3.googleusercontent.com/p/AF1QipNuastyEl-Jt5EK9WIZPn7aHrMWNRZ8gwbs1ujH=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Kyiv/entity/CgoIzfbu-Zq4gbkIEAE?ap=EgAwA1rkAQoFCKwCEAASAghDIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEtEgRLeWl2GiUweDQwZDRjZjRlZTE1YTQ1MDU6MHg3NjQ5MzFkMjE3MDE0NmZlogERCgkvbS8wMnNuMzQSBEt5aXaqARIKAgghEgIICBICCBUSAghbGAGqAQoKAggcEgIINhgBqgEKCgIIJRICCHoYAaoBDgoCCBESAghAEgIIAhgBqgEKCgIILhICCDwYAaoBDwoCCFASAwiEARICCE8YAaoBCgoCCDUSAggyGAGSAQIgAWgA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EisKCS9tLzAyc24zNBIES3lpdhoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CFwQqOACKARqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDuMQ&
Canadian Thanksgiving,Ibiza,Hotel Torre Del Mar,4,This lavish beachfront hotel is 1.9 km from Ibiza Old Town and 2.1 km from the popular Space nightclub.,https://lh3.googleusercontent.com/p/AF1QipOdc8GmBpL6DWKaQUzrba3wIv9VpZNIUKRCERt7=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Ibiza/entity/CgoIk9nPscWEocMYEAE?ap=MAFafQoFCKwCEAASBQiAARAaIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEuEgVJYml6YRolMHgxMjk5NDZiYzZkOWQxOTg1OjB4YjZjYTFhZjI5MzU3ZmE4OKIBEgoJL20vMDIxbjdfEgVJYml6YZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EiwKCS9tLzAyMW43XxIFSWJpemEaGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNSIYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1UgA&ved=0CBgQqOACKABqGAoTCOi0qreLvuMCFQAAAAAdAAAAABCKNA&
Canadian Thanksgiving,Ibiza,El Hotel Pacha,4,"A 4-minute walk from Marina Ibiza, this chic, all-suite hotel is a 15-minute walk from Talamanca Beach and 2.2 km from Ibiza's nightlife venues.",https://lh3.googleusercontent.com/p/AF1QipOzZWRwuuMmMnfiFFc4fXucySxVPDbvLiP2J-O1=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Ibiza/entity/CgoI18ip0ZqF1MkUEAE?ap=MAFafQoFCKwCEAASBQiAARAaIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEuEgVJYml6YRolMHgxMjk5NDZiYzZkOWQxOTg1OjB4YjZjYTFhZjI5MzU3ZmE4OKIBEgoJL20vMDIxbjdfEgVJYml6YZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EiwKCS9tLzAyMW43XxIFSWJpemEaGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNSIYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1UgA&ved=0CMMBEKjgAigLahgKEwjotKq3i77jAhUAAAAAHQAAAAAQijQ&
Canadian Thanksgiving,Ibiza,Hotel THB Los Molinos,4,"Overlooking a Balearic Sea beach, his modern adults-only hotel is 2 km from Ibiza Cathedral and 3 km from Space nightclub.",https://lh3.googleusercontent.com/p/AF1QipPiiTLq0Y7-7hCi9Pr3RTYP9Lw_LlkubZGi-37p=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Ibiza/entity/CgoIwr7S3PS4hNUoEAE?ap=MAFafQoFCKwCEAASBQiAARAaIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEuEgVJYml6YRolMHgxMjk5NDZiYzZkOWQxOTg1OjB4YjZjYTFhZjI5MzU3ZmE4OKIBEgoJL20vMDIxbjdfEgVJYml6YZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EiwKCS9tLzAyMW43XxIFSWJpemEaGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNSIYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1UgA&ved=0CKEBEKjgAigJahgKEwjotKq3i77jAhUAAAAAHQAAAAAQijQ&
Canadian Thanksgiving,Bogotá,Habitel Hotel,5,"Set 2 km from El Dorado International Airport, this modern hotel is 5 km from interactive science exhibits at Maloka Museum and 8 km from Salitre Magico, an amusement park.",https://lh3.googleusercontent.com/p/AF1QipPrmCyz9yS4Mjlpy-uw2lstPdOz1q5ECjxBJAJ8=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Bogot%C3%A1/entity/CgsIqJr21Mqj-p7kARAB?ap=MAFanQIKBQisAhAAEgMIgAEiA0dCUCoWCgcI4w8QChgLEgcI4w8QChgPGAQgAbABAFgBaAGaATASB0JvZ290w6EaJTB4OGUzZjliZmQyZGE2Y2IyOToweDIzOWQ2MzU1MjBhMzM5MTSiARQKCS9tLzAxZHp5YxIHQm9nb3TDoaoBFgoCCCESAggVEgIIWxICCC8SAghUGAGqAQ8KAggSEgMImwESAghoGAGqARoKAggcEgIIURICCFgSAghzEgIIRxICCDYYAaoBDgoCCCUSAgh1EgIIeRgBqgEOCgIIERICCEASAgg4GAGqASQKAgguEgIIPBICCFYSAwiHARICCBoSAgg9EgIIDBIDCIkBGAGqAQoKAghQEgIITBgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=Ei4KCS9tLzAxZHp5YxIHQm9nb3TDoRoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CAgQqOACKABqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDZNQ&
Canadian Thanksgiving,Bogotá,Hotel NH Collection Bogotá Terra 100 Royal,5,"Set in a redbrick building along a tree-lined thoroughfare, this modern hotel is 7 km from Jardín Botánico de Bogotá and 13 km from El Dorado International Airport.",https://lh3.googleusercontent.com/p/AF1QipOPQC9KNYDKYY-DNrhuBUfSJikKwdLtkj0bUTks=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Bogot%C3%A1/entity/CgoI-7aZmZS37NBPEAE?ap=MAFanAIKBQisAhAAEgIILyIDR0JQKhYKBwjjDxAKGAsSBwjjDxAKGA8YBCABsAEAWAFoAZoBMBIHQm9nb3TDoRolMHg4ZTNmOWJmZDJkYTZjYjI5OjB4MjM5ZDYzNTUyMGEzMzkxNKIBFAoJL20vMDFkenljEgdCb2dvdMOhqgEWCgIIIRICCBUSAghbEgIILxICCFQYAaoBDwoCCBISAwibARICCGgYAaoBGgoCCBwSAghREgIIWBICCHMSAghHEgIINhgBqgEOCgIIJRICCHUSAgh5GAGqAQ4KAggREgIIQBICCDgYAaoBJAoCCC4SAgg8EgIIVhIDCIcBEgIIGhICCD0SAggMEgMIiQEYAaoBCgoCCFASAghMGAGSAQIgAWgA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=Ei4KCS9tLzAxZHp5YxIHQm9nb3TDoRoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CHEQqOACKAVqGAoTCOi0qreLvuMCFQAAAAAdAAAAABC3Ng&
Canadian Thanksgiving,Bogotá,Hotel San Pablo,4,"Off a main road in a commercial area, this casual hotel is 4 km from the busy Simón Bolívar Park, 6 km from the picturesque Bogotá Botanical Garden and 9 km from El Dorado International Airport.",https://lh3.googleusercontent.com/p/AF1QipOdYMi_WSVdiNGdD__DJwFEiuGQ-pha7uf9C3Te=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Bogot%C3%A1/entity/CgsIyI_7_b-inp_hARAB?ap=EgNDQXcwA1qcAgoFCKwCEAASAggvIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEwEgdCb2dvdMOhGiUweDhlM2Y5YmZkMmRhNmNiMjk6MHgyMzlkNjM1NTIwYTMzOTE0ogEUCgkvbS8wMWR6eWMSB0JvZ290w6GqARYKAgghEgIIFRICCFsSAggvEgIIVBgBqgEPCgIIEhIDCJsBEgIIaBgBqgEaCgIIHBICCFESAghYEgIIcxICCEcSAgg2GAGqAQ4KAgglEgIIdRICCHkYAaoBDgoCCBESAghAEgIIOBgBqgEkCgIILhICCDwSAghWEgMIhwESAggaEgIIPRICCAwSAwiJARgBqgEKCgIIUBICCEwYAZIBAiABaAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=Ei4KCS9tLzAxZHp5YxIHQm9nb3TDoRoYCgoyMDE5LTEwLTExEgoyMDE5LTEwLTE1IhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTVSAA&ved=0CHIQqOACKAZqGAoTCOi0qreLvuMCFQAAAAAdAAAAABCXNw&
Canadian Thanksgiving,Reykjavik,Icelandair Hotel Reykjavik Natura,4,"In a modern building next to Reykjavik's domestic airport, this sleek hotel is 1 km from Nautholsvik geothermal beach and 2 km from the National Gallery of Iceland.",https://lh3.googleusercontent.com/p/AF1QipM0d1fTh_fKPd9KYl6g0FIAs7WlixHKxd_-12nk=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Reykjav%C3%ADk/entity/CgsIh4jRv6LZmMGZARAB?ap=MAFaqAEKBQisAhAAEgQIchAOIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEzEgpSZXlramF2w61rGiUweDQ4ZDY3NGI5ZWVkY2VkYzM6MHhlYzkxMmNhMjMwZDI2MDcxogEWCggvbS8wNmZsZxIKUmV5a2phdsOta6oBCgoCCBwSAgg2GAGqAQYKAgguGACqAQoKAghQEgIITxgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjAKCC9tLzA2ZmxnEgpSZXlramF2w61rGhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTUiGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNVIA&ved=0CDsQqOACKANqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDnOA&
Canadian Thanksgiving,Reykjavik,Reykjavik Lights by Keahotels,3,"This Northern Lights-inspired hotel in a modern building is across the road from Laugardalur outdoor activity park, and less than 3 km from both the Icelandic Phallological Museum and the Sun Voyager, a stainless-steel boat sculpture.",https://lh3.googleusercontent.com/p/AF1QipM5pvAgE-W4pR7pZyUbFVe3RNyXjD9016spEJY2=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Reykjav%C3%ADk/entity/CgsIr9W3nuDE-JiyARAB?ap=MABaqAEKBQisAhAAEgQIchAOIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgBmgEzEgpSZXlramF2w61rGiUweDQ4ZDY3NGI5ZWVkY2VkYzM6MHhlYzkxMmNhMjMwZDI2MDcxogEWCggvbS8wNmZsZxIKUmV5a2phdsOta6oBCgoCCBwSAgg2GAGqAQYKAgguGACqAQoKAghQEgIITxgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjAKCC9tLzA2ZmxnEgpSZXlramF2w61rGhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTUiGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNVIA&ved=0CCkQqOACKAFqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDTOg&
Canadian Thanksgiving,Reykjavik,City Park Hotel Reykjavik,3,"Set in a modern building, this straightforward hotel is 3.7 km from the National Museum of Iceland, 2.3 km from Hallgrímskirkja cathedral, and 4 km from the Harpa concert hall and conference center.",https://lh3.googleusercontent.com/p/AF1QipO-ztD4TkBELxHuqRiJQP2tcUAMi70l5JfxNJYh=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/Reykjav%C3%ADk/entity/CgsIqPD47t7llenBARAB?ap=EgNDQmcwA1qmAQoFCKwCEAASAghyIgNHQlAqFgoHCOMPEAoYCxIHCOMPEAoYDxgEIAGwAQBYAWgImgEzEgpSZXlramF2w61rGiUweDQ4ZDY3NGI5ZWVkY2VkYzM6MHhlYzkxMmNhMjMwZDI2MDcxogEWCggvbS8wNmZsZxIKUmV5a2phdsOta6oBCgoCCBwSAgg2GAGqAQYKAgguGACqAQoKAghQEgIITxgBkgECIAFoAA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjAKCC9tLzA2ZmxnEgpSZXlramF2w61rGhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTUiGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNVIA&ved=0CBkQqOACKAFqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDpPQ&
Canadian Thanksgiving,South Lake Tahoe,Harveys Lake Tahoe,4,"A 4-minute walk from Heavenly Mountain Resort and Edgewood Tahoe golf course, this casual hotel and casino is 10 minutes on foot from the shores of Lake Tahoe.",https://lh3.googleusercontent.com/p/AF1QipOgumGwUy4bWFRq2308ejC5wJLpLayMCGSg596w=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/South%20Lake%20Tahoe/entity/CgoIipim6o_MnIsVEAE?ap=MAFa0QEKBQisAhAAEgMIgAEiA0dCUCoWCgcI4w8QChgLEgcI4w8QChgPGAQgAbABAFgBaAGaATkSEFNvdXRoIExha2UgVGFob2UaJTB4ODA5OTg1ODllZWE1NGZlMToweGRkMWIyZjQ2ZmIyMzkxOGWiARwKCC9tLzB0XzJnEhBTb3V0aCBMYWtlIFRhaG9lqgEKCgIIFBICCE4YAaoBCgoCCBESAgg4GAGqAQoKAgguEgIIPRgBqgEGCgIILBgAqgEOCgIINRICCBMSAghdGAGSAQIgAWgA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjYKCC9tLzB0XzJnEhBTb3V0aCBMYWtlIFRhaG9lGhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTUiGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNVIA&ved=0CDoQqOACKAJqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDaPw&
Canadian Thanksgiving,South Lake Tahoe,Hotel Azure Tahoe,3,This bright hotel with landscaped grounds is across the street from Lake Tahoe and a 6-minute drive from the Heavenly Mountain ski facilities.,https://lh3.googleusercontent.com/p/AF1QipP6fTw34F4w0VLgG_YRDu5Ps5SvvafS9pMwNTBZ=w296-h202-n-k-rw-no-v1,https://www.google.com/travel/hotels/South%20Lake%20Tahoe/entity/CgsI3vPDztfU__e9ARAB?ap=MAFa0QEKBQisAhAAEgMIgAEiA0dCUCoWCgcI4w8QChgLEgcI4w8QChgPGAQgAbABAFgBaAGaATkSEFNvdXRoIExha2UgVGFob2UaJTB4ODA5OTg1ODllZWE1NGZlMToweGRkMWIyZjQ2ZmIyMzkxOGWiARwKCC9tLzB0XzJnEhBTb3V0aCBMYWtlIFRhaG9lqgEKCgIIFBICCE4YAaoBCgoCCBESAgg4GAGqAQoKAgguEgIIPRgBqgEGCgIILBgAqgEOCgIINRICCBMSAghdGAGSAQIgAWgA&g2lb=2502404%2C4208993%2C4223281%2C4252074%2C4253230%2C4253565%2C4254308%2C4258168%2C4260007%2C4270442%2C4274032%2C4276660%2C4282211%2C4282363%2C4284819%2C4263910%2C4265427%2C4270859%2C4280642%2C4281193%2C4282092&un=1&rp=ChgqFgoHCOMPEAsYExIHCOMPEAsYHBgJIAFIAg&ictx=1&tcfs=EjYKCC9tLzB0XzJnEhBTb3V0aCBMYWtlIFRhaG9lGhgKCjIwMTktMTAtMTESCjIwMTktMTAtMTUiGAoKMjAxOS0xMC0xMRIKMjAxOS0xMC0xNVIA&ved=0CF0QqOACKAVqGAoTCOi0qreLvuMCFQAAAAAdAAAAABDaPw&
